,geoid,NAME,min_max_ex,min_max_sens,min_max_ac,vul_score_mulpi,vul_score_add
44,36047018600,"Census Tract 186, Kings County, New York",0.040158211,0.458846341,0.314396202,0.0058008591262058,0.1846083498195365
45,36047018800,"Census Tract 188, Kings County, New York",0.025410101,0.432002653,0.306659806,0.0031849744537777,0.150752948646114
46,36047019000,"Census Tract 190, Kings County, New York",0.049052487,0.434313159,0.3786151,0.0027321282931543,0.1047505456105662
47,36047019200,"Census Tract 192, Kings County, New York",0.060165941,0.527121947,0.361006702,0.0099944799238958,0.2262811849813974
48,36047019400,"Census Tract 194, Kings County, New York",0.057819519,0.523606908,0.311578854,0.0122593600704177,0.2698475729328594
49,36047019500,"Census Tract 195, Kings County, New York",0.0153984,0.510610967,0.324549115,0.0028650547487921,0.2014602510271329
50,36047019600,"Census Tract 196, Kings County, New York",0.053176469,0.465951598,,0.0247776606706326,0.5191280666388761
51,36047019700,"Census Tract 197, Kings County, New York",0.010925064,0.559064374,0.454912797,0.0011378626743585,0.1150766417228167
52,36047019800,"Census Tract 198, Kings County, New York",0.030217153,0.461819131,,0.0139548592843434,0.4920362842915836
53,36047020400,"Census Tract 204, Kings County, New York",0.014812113,0.423010175,,0.0062656745531862,0.4378222883880855
54,36047020800,"Census Tract 208, Kings County, New York",0.035864964,0.451403521,,0.0161895712279891,0.4872684858185258
55,36047021000,"Census Tract 210, Kings County, New York",0.042563786,0.466229793,0.25960577,0.0087947006059913,0.2491878083369048
56,36047021200,"Census Tract 212, Kings County, New York",0.056711492,0.477438248,0.358835958,0.006726112883667,0.1753137827297111
57,36047021400,"Census Tract 214, Kings County, New York",0.041285126,0.562288585,0.321069607,0.0099587558269465,0.2825041038171265
58,36047021900,"Census Tract 219, Kings County, New York",0.03074204,0.556327364,0.413034088,0.0044051276004268,0.1740353158459485
59,36047022000,"Census Tract 220, Kings County, New York",0.084472498,0.625047015,0.429687904,0.0165024720738762,0.2798316087636538
60,36047022100,"Census Tract 221, Kings County, New York",0.044545135,0.565706616,0.367492578,0.0088294711020972,0.2427591732394914
61,36047022200,"Census Tract 222, Kings County, New York",0.074666709,0.563757324,0.393886643,0.0126836847562222,0.2445373905362309
62,36047022700,"Census Tract 227, Kings County, New York",0.020180883,0.551546184,0.446093518,0.0021281279643522,0.1256335499093678
63,36047023500,"Census Tract 235, Kings County, New York",0.038337823,0.586347259,0.265812837,0.0122885920679128,0.3588722453102798
64,36047023600,"Census Tract 236, Kings County, New York",0.096174629,0.608497448,0.248305921,0.0346412863611779,0.4563661559027027
65,36047023800,"Census Tract 238, Kings County, New York",0.073725739,0.532305674,0.303653618,0.0168575417465334,0.3023777941706234
66,36047024000,"Census Tract 240, Kings County, New York",0.066567319,0.563177393,0.339967887,0.0148584584153973,0.2897768253628506
67,36047024200,"Census Tract 242, Kings County, New York",0.034606577,0.48355019,0.320670648,0.0056367035135082,0.1974861202077351
68,36047024500,"Census Tract 245, Kings County, New York",0.022965308,0.568620589,0.329347411,0.0054949822358539,0.2622384860458683
69,36047024600,"Census Tract 246, Kings County, New York",0.048478781,0.512295613,0.338498355,0.0084254791760036,0.2222760385905232
70,36047024800,"Census Tract 248, Kings County, New York",0.049823929,0.471431466,0.399811464,0.0035683899001305,0.1214439311952271
71,36047024900,"Census Tract 249, Kings County, New York",0.03207727,0.566510776,0.328419668,0.0076373127477589,0.2701683778110693
72,36047025000,"Census Tract 250, Kings County, New York",0.041595745,0.431309635,0.35291192,0.0032610113229376,0.119993459334373
73,36047025200,"Census Tract 252, Kings County, New York",0.039548282,0.460430734,0.365392387,0.0037586032959672,0.1345866283247628
74,36047025400,"Census Tract 254, Kings County, New York",0.054753303,0.510197246,0.426913845,0.0045600412276768,0.138036703125194
75,36047025600,"Census Tract 256, Kings County, New York",0.043230092,0.522890036,0.363895255,0.0068733590610932,0.2022248731651932
76,36047025800,"Census Tract 258, Kings County, New York",0.049356227,0.480909271,0.275209986,0.01015254065545,0.2550555123554187
77,36047026000,"Census Tract 260, Kings County, New York",0.047563387,0.472084414,0.259986155,0.0100881116582573,0.2596616462465625
